1752045043.034177,0
1752045043.138955,0
1752045043.250040,0
1752045043.365425,0
1752045043.474682,0
1752045043.587358,0
1752045043.700584,0
1752045043.808110,0
1752045043.919707,0
1752045044.032103,0
1752045044.147024,1
1752045044.262251,0
1752045044.377040,1
1752045044.493886,1
1752045044.602623,0
1752045044.713807,0
1752045044.823642,0
1752045044.934397,0
1752045045.044246,0
1752045045.154454,0
1752045045.268369,0
1752045045.382660,0
1752045045.495228,0
1752045045.604424,1
1752045045.713302,0
1752045045.824957,0
1752045045.938360,0
1752045046.049113,0
1752045046.158606,0
1752045046.273139,0
1752045046.389069,0
1752045046.499830,0
1752045046.612945,0
1752045046.728052,1
1752045046.841335,0
1752045046.952385,0
1752045047.063102,0
1752045047.173081,0
1752045047.285383,0
1752045047.396273,0
1752045047.505914,0
1752045047.617583,0
1752045047.728109,0
1752045047.839692,0
1752045047.952289,0
1752045048.063714,0
1752045048.175424,0
1752045048.290515,0
1752045048.396019,0
1752045048.535359,0
1752045048.646870,0
1752045048.758337,0
1752045048.871479,0
1752045048.980129,0
1752045049.092075,0
1752045049.247032,0
1752045049.359427,1
1752045049.471370,0
1752045049.586666,0
1752045049.691649,0
1752045049.800759,0
1752045049.908699,0
1752045050.021494,0
1752045050.157618,0
1752045050.273084,0
1752045050.388693,0
1752045050.501196,0
1752045050.612132,0
1752045050.726127,0
1752045050.841940,0
1752045050.955683,0
1752045051.068278,0
1752045051.182170,1
1752045051.296762,0
1752045051.416096,0
1752045051.556763,0
1752045051.683428,1
1752045051.795511,0
1752045051.909295,0
1752045052.053255,0
1752045052.175676,0
1752045052.287152,1
1752045052.392585,0
1752045052.504530,0
1752045052.672419,0
1752045052.777217,0
1752045052.889361,0
1752045052.996198,1
1752045053.102804,0
1752045053.214096,0
1752045053.319289,0
1752045053.424477,0
1752045053.599735,1
1752045053.709585,0
1752045053.817673,0
1752045053.929325,0
1752045054.038499,0
1752045054.143732,0
1752045054.256443,0
1752045054.367225,0
1752045054.478415,0
1752045054.588577,1
1752045054.702675,0
1752045054.809669,1
1752045054.916731,0
1752045055.029577,0
1752045055.203492,0
1752045055.318417,0
1752045055.423718,0
1752045055.533117,0
1752045055.638782,0
1752045055.743017,0
1752045055.853132,0
1752045055.959130,0
1752045056.063582,0
1752045056.178861,0
1752045056.284023,0
1752045056.396185,0
1752045056.503692,0
1752045056.615195,0
1752045056.727782,1
1752045056.833427,1
1752045056.947059,0
1752045057.056853,0
1752045057.167150,0
1752045057.272140,0
1752045057.381102,0
1752045057.486501,0
1752045057.602068,0
1752045057.709020,0
1752045057.819802,0
1752045057.929077,0
1752045058.034785,0
1752045058.145279,0
1752045058.250328,0
1752045058.375645,0
1752045058.481010,0
1752045058.587157,0
1752045058.695323,0
1752045058.806685,0
1752045058.912190,0
1752045059.018271,0
1752045059.129055,0
1752045059.236528,0
1752045059.342072,0
1752045059.452689,1
1752045059.564930,0
1752045059.680861,0
1752045059.798981,0
1752045059.903918,0
1752045060.012463,0
1752045060.125197,0
1752045060.231241,0
1752045060.344216,0
1752045060.450775,0
1752045060.555326,0
1752045060.666603,0
1752045060.771401,0
1752045060.875452,0
1752045060.979903,0
1752045061.092167,0
1752045061.197176,0
