1752889438.412637,0
1752889438.519832,7
1752889438.624734,5
1752889438.738055,12
1752889438.851004,15
1752889438.961540,15
1752889439.073389,15
1752889439.181890,15
1752889439.288198,15
1752889439.393439,17
1752889439.500516,18
1752889439.605108,19
1752889439.712059,15
1752889439.823446,6
1752889439.945493,5
1752889440.049255,7
1752889440.154718,9
1752889440.261462,9
1752889440.371969,9
1752889440.481264,8
1752889440.592369,9
1752889440.704317,10
1752889440.820288,12
1752889440.936678,15
1752889441.050243,16
1752889441.161917,13
1752889441.275717,13
1752889441.381377,13
1752889441.490597,14
1752889441.599927,12
1752889441.707289,14
1752889441.814842,12
1752889441.920547,12
1752889442.025878,13
1752889442.130274,13
1752889442.234500,14
1752889442.339876,14
1752889442.445261,15
1752889442.556885,12
1752889442.661960,13
1752889442.767576,13
1752889442.873837,13
1752889442.983597,14
1752889443.092545,15
1752889443.206139,14
1752889443.316853,11
1752889443.421524,12
1752889443.530991,14
1752889443.636738,12
1752889443.745920,12
1752889443.850571,14
1752889443.959053,11
1752889444.069590,12
1752889444.177629,13
1752889444.288969,13
1752889444.395995,14
1752889444.500415,14
1752889444.604381,15
1752889444.708700,12
1752889444.813137,13
1752889444.917843,13
1752889445.023183,14
1752889445.128363,14
1752889445.232787,15
1752889445.343375,15
1752889445.451816,11
1752889445.558864,14
1752889445.667507,12
1752889445.779320,13
1752889445.891830,14
1752889446.000910,14
1752889446.109710,12
1752889446.223691,12
1752889446.339225,13
1752889446.449223,13
1752889446.562199,13
1752889446.677571,14
1752889446.788477,12
1752889446.897961,11
1752889447.010093,10
1752889447.119329,13
1752889447.228889,14
1752889447.378859,14
1752889447.508282,11
1752889447.615889,11
1752889447.731498,11
1752889447.856456,13
1752889447.966341,13
1752889448.074262,15
1752889448.191335,12
1752889448.301923,13
1752889448.414534,13
1752889448.526258,13
1752889448.638451,13
1752889448.756427,8
1752889448.866447,1
1752889448.975299,1
1752889449.088899,2
1752889449.207750,1
1752889449.320781,2
1752889449.433500,4
1752889449.565648,8
1752889449.730344,8
1752889449.843440,6
1752889449.950365,7
1752889450.058906,7
1752889450.168480,7
1752889450.274508,10
1752889450.380789,13
1752889450.495455,11
1752889450.610667,10
1752889450.716462,8
1752889450.825543,10
1752889450.941634,10
1752889451.052243,13
1752889451.162261,17
1752889451.274415,15
1752889451.388137,14
1752889451.506296,13
1752889451.617036,14
1752889451.735460,15
1752889451.849765,15
1752889451.961789,16
1752889452.072278,15
1752889452.248403,12
1752889452.357080,11
1752889452.469287,13
1752889452.579062,13
1752889452.690484,14
1752889452.805367,16
1752889452.922643,12
1752889453.034694,13
1752889453.154593,12
1752889453.262550,12
1752889453.377586,12
1752889453.489996,15
1752889453.601017,16
1752889453.796841,12
1752889453.910466,15
1752889454.027380,14
1752889454.141205,14
1752889454.256983,15
1752889454.369182,16
1752889454.485033,13
1752889454.597196,12
1752889454.702648,13
1752889454.811778,12
1752889454.916713,14
1752889455.021222,15
1752889455.127296,17
1752889455.232015,11
1752889455.342568,13
1752889455.446816,13
1752889455.558578,13
1752889455.667707,15
1752889455.778535,15
1752889455.892034,16
1752889456.002149,12
1752889456.112477,13
1752889456.222369,13
1752889456.338173,14
1752889456.451686,15
1752889456.557947,15
1752889456.662533,16
1752889456.770378,13
1752889456.875504,16
1752889456.980173,15
1752889457.085171,15
1752889457.189292,18
1752889457.293853,17
1752889457.408679,15
1752889457.517220,13
1752889457.624459,15
1752889457.732681,14
1752889457.839288,14
1752889457.944885,16
1752889458.067604,15
1752889458.173044,15
1752889458.279820,12
1752889458.388130,11
1752889458.496748,11
1752889458.608711,12
1752889458.718445,12
1752889458.825078,15
1752889458.939512,17
1752889459.047147,13
1752889459.159227,10
1752889459.264431,3
