1752893517.095793,0
1752893517.255807,9
1752893517.382631,14
1752893517.507856,20
1752893517.636105,19
1752893517.758934,19
1752893517.878613,19
1752893517.997778,20
1752893518.122047,19
1752893518.256195,20
1752893518.378690,20
1752893518.504511,19
1752893518.628740,18
1752893518.758165,16
1752893518.884797,14
1752893519.012472,20
1752893519.138038,15
1752893519.260452,12
1752893519.381009,15
1752893519.498967,18
1752893519.653173,20
1752893519.776177,16
1752893519.907830,15
1752893520.037263,13
1752893520.156176,10
1752893520.279422,8
1752893520.402286,9
1752893520.523064,11
1752893520.644019,8
1752893520.763662,12
1752893520.885230,13
1752893521.007369,13
1752893521.126911,16
1752893521.247503,15
1752893521.372665,18
1752893521.498845,20
1752893521.618471,18
1752893521.739067,14
1752893521.859779,13
1752893521.989007,11
1752893522.116743,10
1752893522.240239,11
1752893522.358237,12
1752893522.485491,15
1752893522.608137,11
1752893522.733936,15
1752893522.855262,17
1752893522.983591,17
1752893523.105673,19
1752893523.230162,20
1752893523.350593,18
1752893523.471842,18
1752893523.592056,19
1752893523.712367,20
1752893523.836154,19
1752893523.962617,19
1752893524.081038,16
1752893524.201228,14
1752893524.324409,16
1752893524.447037,13
1752893524.568094,13
1752893524.685938,13
1752893524.807644,16
1752893524.930382,16
1752893525.052637,19
1752893525.178108,19
1752893525.296259,17
1752893525.417778,14
1752893525.538688,13
1752893525.667766,12
1752893525.803499,10
1752893525.940523,13
1752893526.063425,13
1752893526.183593,13
1752893526.308881,14
1752893526.432966,13
1752893526.566597,18
1752893526.705674,20
1752893526.842269,19
1752893526.962059,16
1752893527.083957,18
1752893527.200858,13
1752893527.326027,5
1752893527.446083,2
1752893527.572948,2
1752893527.693718,9
1752893527.815436,16
1752893527.941584,17
1752893528.063064,17
1752893528.185441,18
1752893528.312845,19
1752893528.445719,18
1752893528.567545,17
1752893528.690913,15
1752893528.810815,17
1752893528.933752,14
1752893529.055717,19
1752893529.176738,18
1752893529.294073,18
1752893529.415136,18
1752893529.533148,19
1752893529.659124,18
1752893529.788389,18
1752893529.911494,15
1752893530.041697,12
1752893530.164869,14
1752893530.290918,15
1752893530.412875,14
1752893530.536407,19
1752893530.662310,17
1752893530.783661,15
1752893530.906595,17
1752893531.035923,15
1752893531.158480,15
1752893531.282945,17
1752893531.410988,17
1752893531.529777,20
1752893531.686237,17
1752893531.808224,18
1752893531.932472,17
1752893532.057825,17
1752893532.181154,15
1752893532.303974,16
1752893532.429676,15
1752893532.556347,17
1752893532.689717,19
1752893532.815621,16
1752893532.947407,18
1752893533.076225,17
1752893533.197537,19
1752893533.321958,18
1752893533.456037,15
1752893533.574233,14
1752893533.693562,18
1752893533.819175,19
1752893533.940643,20
1752893534.063018,19
1752893534.187865,17
1752893534.314456,16
1752893534.440665,19
1752893534.562335,16
1752893534.692044,16
1752893534.813435,16
1752893534.942244,14
1752893535.062689,17
1752893535.188537,19
1752893535.318580,14
1752893535.444913,15
1752893535.566737,18
1752893535.699189,19
1752893535.832713,19
1752893535.959925,19
1752893536.088900,18
1752893536.213669,18
1752893536.331109,15
1752893536.450870,16
1752893536.569965,18
1752893536.688489,20
1752893536.807084,15
1752893536.930047,19
1752893537.063834,16
1752893537.182835,18
1752893537.306956,15
1752893537.431133,18
1752893537.554965,16
1752893537.680277,12
1752893537.803336,10
1752893537.926192,5
1752893538.054384,5
1752893538.178796,11
1752893538.304190,20
1752893538.432359,20
1752893538.558031,19
1752893538.680122,15
1752893538.804151,18
1752893538.937000,19
1752893539.066885,20
1752893539.190410,19
1752893539.314774,19
1752893539.441454,18
1752893539.561507,18
1752893539.689430,15
1752893539.816041,10
1752893539.938527,11
1752893540.061879,12
1752893540.183660,13
1752893540.300978,15
1752893540.418597,19
1752893540.537132,20
1752893540.671024,17
1752893540.794847,19
1752893540.914392,18
1752893541.043972,17
1752893541.164799,18
1752893541.285360,19
1752893541.406790,19
1752893541.526166,20
1752893541.646874,18
1752893541.765415,13
1752893541.884349,12
1752893542.013199,2
1752893542.136086,8
1752893542.260144,11
1752893542.387173,15
1752893542.507833,13
1752893542.638967,17
1752893542.761866,18
1752893542.891450,17
1752893543.011885,20
1752893543.131237,20
1752893543.250664,16
1752893543.372136,19
1752893543.496118,17
1752893543.618162,15
1752893543.743310,14
1752893543.889553,19
1752893544.015774,17
1752893544.136602,14
1752893544.277868,14
1752893544.403735,16
1752893544.534784,11
1752893544.653906,17
1752893544.778560,16
1752893544.900325,13
1752893545.021036,14
1752893545.143459,14
1752893545.263798,14
1752893545.383146,16
1752893545.503287,20
1752893545.627220,16
1752893545.750168,14
1752893545.875828,12
1752893545.997726,14
